hour,A10,A100-SXM4-80GB,GPU-series-1,H800,GPU-series-2,A800-SXM4-80GB
1067,3916.1999999999994,2042.5,837.0,1568.0,658.0,109.0
1068,3917.6999999999994,2080.5,835.0,1568.0,640.0,109.0
1069,3950.1999999999994,2125.5,840.0,1552.0,645.0,109.0
1070,3972.6999999999994,2212.5,841.0,1552.0,884.0,109.0
1071,3938.6999999999994,2188.5,839.0,1568.0,746.0,109.0
1072,3928.6999999999994,2255.5,838.0,1568.0,783.0,109.0
1073,3940.6999999999994,2344.5,836.0,1568.0,787.0,109.0
1074,3933.6999999999994,2417.5,837.0,1568.0,741.0,109.0
1075,3924.6999999999994,2342.5,835.0,1544.0,765.0,109.0
1076,3940.1999999999994,2374.5,838.0,1536.0,749.0,109.0
1077,3969.1999999999994,2322.5,839.0,1536.0,769.0,117.0
1078,3952.6999999999994,2548.5,836.0,1536.0,752.0,117.0
1079,3969.1999999999994,2528.5,837.0,1536.0,874.0,117.0
1080,3941.6999999999994,1822.5,808.0,328.0,247.0,49.0
1081,3970.6999999999994,1778.5,813.0,328.0,245.0,48.0
1082,3952.6999999999994,1766.5,806.0,328.0,241.0,48.0
1083,3949.6999999999994,1732.5,807.0,328.0,240.0,48.0
1084,3950.1999999999994,1747.5,806.0,328.0,240.0,64.0
1085,3971.1999999999994,1755.5,806.0,328.0,240.0,64.0
1086,3963.1999999999994,1770.5,807.0,328.0,496.0,64.0
1087,3953.6999999999994,1764.5,807.0,328.0,496.0,64.0
1088,3957.1999999999994,1765.5,805.0,328.0,496.0,64.0
1089,3957.6999999999994,1789.5,805.0,328.0,496.0,64.0
1090,3935.1999999999994,1969.5,837.0,336.0,793.0,64.0
1091,3962.1999999999994,2640.5,860.0,336.0,1310.0,83.0
1092,3962.1999999999994,2248.5,858.0,336.0,768.0,71.0
1093,3968.1999999999994,2277.5,838.0,336.0,847.0,71.0
1094,3962.6999999999994,2473.5,841.0,336.0,818.0,77.0
1095,3952.1999999999994,2411.5,840.0,888.0,1094.0,60.0
1096,3951.1999999999994,2487.5,848.0,1352.0,1067.0,62.0
1097,3968.1999999999994,2609.5,851.0,864.0,1140.0,102.0
1098,3977.1999999999994,2488.5,852.0,856.0,731.0,103.0
1099,3980.1999999999994,2456.5,852.0,856.0,985.0,118.0
1100,3978.1999999999994,2583.5,851.0,1384.0,894.0,239.0
1101,3964.6999999999994,2472.5,851.0,1880.0,871.0,179.0
1102,3989.1999999999994,2572.5,850.0,1656.0,846.0,127.0
1103,3984.1999999999994,2572.5,850.0,1608.0,825.0,142.0
1104,3928.899999999999,2006.5,820.0,1064.0,371.0,108.0
1105,3936.399999999999,1851.5,820.0,1032.0,371.0,116.0
1106,3932.899999999999,1809.5,820.0,1032.0,360.0,104.0
1107,3938.899999999999,1826.5,820.0,1032.0,872.0,108.0
1108,3951.399999999999,1836.5,820.0,1032.0,616.0,110.0
1109,3953.899999999999,1826.5,821.0,1032.0,616.0,110.0
1110,3975.399999999999,1829.5,821.0,1032.0,616.0,110.0
1111,3976.399999999999,1847.5,822.0,1032.0,616.0,110.0
1112,3972.899999999999,1809.5,821.0,1032.0,616.0,110.0
1113,3970.399999999999,1821.5,1069.0,1032.0,616.0,106.0
1114,3962.899999999999,2315.5,1266.0,1032.0,740.0,126.0
1115,3947.899999999999,2297.5,1284.0,1032.0,852.0,124.0
1116,3963.399999999999,2154.5,1291.0,1032.0,795.0,132.0
1117,3982.899999999999,2135.5,1297.0,1032.0,769.0,131.0
1118,3985.499999999999,2475.5,1298.0,1032.0,783.0,130.0
1119,3986.399999999999,2847.5,1298.0,1032.0,930.0,137.0
1120,3986.899999999999,2956.5,1305.0,1056.0,942.0,135.0
1121,3991.099999999999,2721.5,1301.0,1080.0,855.0,167.0
1122,3999.899999999999,2687.5,1504.0,1056.0,900.0,144.0
1123,4006.7999999999993,2912.5,1254.0,1064.0,921.0,155.0
1124,4001.1999999999994,2976.5,1257.0,1064.0,914.0,153.0
1125,3992.5999999999995,2656.5,1257.0,1064.0,997.0,144.0
1126,3998.9999999999995,2733.5,1255.0,1064.0,1034.0,141.0
1127,4025.4999999999995,2646.5,1259.0,1064.0,880.0,133.0
1128,4012.3999999999996,2022.5,1200.0,784.0,403.0,114.0
1129,4021.3999999999996,1933.5,1196.0,784.0,403.0,102.0
1130,4017.2999999999997,1843.5,994.0,800.0,376.0,117.0
1131,3999.2999999999997,1827.5,1242.0,784.0,378.0,133.0
1132,3999.7999999999997,1803.5,1242.0,784.0,384.0,133.0
1133,4010.7999999999997,1821.5,1243.0,784.0,384.0,117.0
1134,4012.7999999999997,1832.5,1242.0,1024.0,384.0,101.0
1135,4013.2999999999997,1822.5,1240.0,1024.0,381.0,101.0
1136,4015.2999999999997,1826.5,1237.0,1024.0,381.0,101.0
1137,4011.7999999999997,1906.5,1239.0,1024.0,389.0,101.0
1138,4006.7999999999997,2071.5,1247.0,1040.0,199.0,101.0
1139,4021.2,2629.5,1284.0,1032.0,292.0,110.0
1140,4024.8999999999996,2431.5,1309.0,1040.0,274.0,113.0
1141,4034.2,2462.5,1310.0,1040.0,293.0,124.0
1142,4031.7,2592.5,1326.0,1056.0,521.0,125.0
1143,4032.1,2598.5,1322.0,1040.0,547.0,169.0
1144,4041.2999999999997,2686.5,1316.0,1040.0,1027.0,154.0
1145,4026.7,2826.5,1316.0,1045.0,577.0,162.0
1146,4022.2999999999997,2705.5,1069.0,1296.0,543.0,144.0
1147,4040.1,2714.5,1069.0,1320.0,523.0,168.0
1148,4049.1,2679.5,1068.0,1080.0,537.0,183.0
1149,4048.1,2683.5,1210.0,1112.0,530.0,151.0
1150,4038.1,2641.5,1209.0,1088.0,746.0,151.0
1151,4037.6,2614.5,1210.0,1064.0,1130.0,167.0
1152,4023.1,2143.5,1003.0,280.0,535.0,140.0
1153,4023.1,2531.5,1003.0,560.0,635.0,128.0
1154,4024.9,2037.5,1003.0,624.0,499.0,101.0
1155,4032.4,2047.5,860.0,600.0,355.0,101.0
1156,4019.9,2040.5,859.0,352.0,323.0,97.0
1157,4028.4,2040.5,859.0,96.0,323.0,98.0
1158,4032.4,2046.5,861.0,96.0,323.0,98.0
1159,4030.9,2047.5,860.0,96.0,297.0,94.0
1160,4026.4,2026.5,860.0,96.0,345.0,94.0
1161,4022.4,2067.5,859.0,96.0,353.0,102.0
1162,4029.4,2252.5,925.0,88.0,801.0,140.0
1163,4033.9,2603.5,943.0,1192.0,885.0,164.0
1164,4040.9,2566.5,932.0,1592.0,691.0,148.0
1165,4052.9,2391.5,871.0,1344.0,646.0,156.0
1166,4051.4,2581.5,871.0,3752.0,556.0,214.0
1167,4060.9,2567.5,870.0,1448.0,632.0,183.0
1168,4052.65,2754.5,870.0,1280.0,687.0,208.0
1169,4061.65,2753.5,868.0,1376.0,787.0,168.0
1170,4077.15,2705.5,870.0,1592.0,755.0,135.0
1171,4087.65,2860.5,870.0,1712.0,787.0,135.0
1172,4087.65,2752.5,868.0,1216.0,1044.0,139.0
1173,4081.65,2761.5,868.0,1304.0,1036.0,135.0
1174,4093.65,2719.5,867.0,992.0,1179.0,179.0
1175,4094.65,2718.5,865.0,1040.0,1438.0,191.0
1176,4042.55,2010.5,829.0,464.0,796.0,135.0
1177,4060.25,1957.5,830.0,456.0,1150.0,105.0
1178,4051.45,1857.5,831.0,456.0,932.0,103.0
1179,4044.35,1817.5,833.0,512.0,932.0,103.0
1180,4046.15,1824.5,830.0,512.0,676.0,103.0
1181,4066.15,1831.5,831.0,512.0,676.0,103.0
1182,4077.35,1838.5,828.0,512.0,676.0,103.0
1183,4072.35,1811.5,829.0,504.0,676.0,103.0
1184,4061.95,1888.5,830.0,496.0,676.0,103.0
1185,4068.75,1914.5,829.0,776.0,612.0,103.0
1186,4062.45,2083.5,888.0,1312.0,765.0,111.0
1187,4068.85,2327.5,974.0,936.0,1253.0,127.0
1188,4082.65,2258.5,946.0,1184.0,817.0,129.0
1189,4093.65,2179.5,941.0,1472.0,925.0,113.0
1190,4090.15,2158.5,988.0,1488.0,824.0,115.0
1191,4071.05,2368.5,997.0,1832.0,1160.0,117.0
1192,4094.05,2456.5,1056.0,1480.0,1124.0,116.0
1193,4090.05,2653.5,1062.0,1616.0,873.0,117.0
1194,4099.150000000001,2500.5,1049.0,1400.0,916.0,118.0
1195,4106.85,2638.5,1050.0,1736.0,717.0,118.0
1196,4099.150000000001,2584.5,1048.0,1816.0,821.0,118.0
1197,4104.35,2525.5,1050.0,1344.0,805.0,118.0
1198,4098.85,2478.5,1040.0,1240.0,951.0,118.0
1199,4101.35,2650.5,1034.0,1104.0,792.0,134.0
1200,4061.3500000000004,2108.5,1008.0,616.0,491.0,71.0
1201,4073.8500000000004,1979.5,1005.0,576.0,515.0,72.0
1202,4072.8500000000004,2142.5,1004.0,576.0,411.0,71.0
1203,4063.3500000000004,2209.5,1000.0,576.0,390.0,71.0
1204,4078.3500000000004,2213.5,1001.0,576.0,374.0,71.0
1205,4069.8500000000004,2195.5,1004.0,576.0,358.0,71.0
1206,4085.3500000000004,2200.5,1004.0,1320.0,356.0,71.0
1207,4090.8500000000004,2181.5,1005.0,1320.0,352.0,70.0
1208,4093.8500000000004,2181.5,1004.0,1816.0,360.0,70.0
1209,4106.35,2291.5,1002.0,1072.0,428.0,70.0
1210,4103.85,2447.5,1000.0,1320.0,456.0,70.0
1211,4105.35,2264.5,1001.0,1096.0,600.0,134.0
1212,4098.35,2315.5,1001.0,1624.0,583.0,70.0
1213,4107.85,2451.5,1003.0,1096.0,1088.0,78.0
1214,4086.8500000000004,2401.5,1002.0,856.0,894.0,81.0
1215,4085.8500000000004,2502.5,1001.0,880.0,645.0,81.0
1216,4104.85,2613.5,1001.0,896.0,541.0,91.0
1217,4121.35,2667.5,1002.0,920.0,669.0,94.0
1218,4114.85,2499.5,1003.0,1040.0,541.0,95.0
1219,4113.35,2452.5,1002.0,1016.0,655.0,103.0
1220,4114.35,2546.5,1001.0,1184.0,658.0,95.0
1221,4115.35,2491.5,1002.0,992.0,1058.0,95.0
1222,4128.85,2652.5,1002.0,1184.0,928.0,107.0
1223,4121.85,2705.5,1002.0,1056.0,800.0,101.0
1224,4086.8500000000004,2263.5,1001.0,568.0,662.0,71.0
1225,4105.35,2206.5,1001.0,720.0,662.0,72.0
1226,4094.8500000000004,2084.5,998.0,650.0,659.0,73.0
1227,4109.85,2111.5,999.0,632.0,763.0,74.0
1228,4117.85,2128.5,1000.0,632.0,827.0,81.0
1229,4110.85,2073.5,1000.0,632.0,659.0,77.0
1230,4122.85,2117.5,1000.0,632.0,659.0,78.0
1231,4116.35,2134.5,999.0,632.0,659.0,79.0
1232,4113.35,2190.5,1000.0,632.0,659.0,82.0
1233,4118.85,2198.5,1000.0,648.0,779.0,78.0
1234,4149.35,2188.5,1001.0,808.0,723.0,102.0
1235,4148.35,2505.5,992.0,1336.0,771.0,112.0
1236,4149.35,2747.5,990.0,1272.0,835.0,102.0
1237,4141.85,2732.5,930.0,984.0,779.0,110.0
1238,4138.85,2610.5,929.0,1152.0,795.0,102.0
1239,4109.85,2593.5,929.0,1008.0,843.0,104.0
1240,4096.35,2583.5,930.0,1024.0,795.0,85.0
1241,4108.85,2585.5,929.0,1016.0,806.0,85.0
1242,4109.85,2478.5,928.0,1016.0,803.0,85.0
1243,4106.85,2474.5,928.0,1016.0,799.0,93.0
1244,4121.85,2677.5,926.0,1080.0,803.0,108.0
1245,4102.85,2662.5,928.0,1040.0,753.0,102.0
1246,4086.3500000000004,2552.5,927.0,1040.0,761.0,81.0
1247,4082.8500000000004,2525.5,928.0,1032.0,777.0,87.0
1248,4030.3500000000004,1865.5,923.0,840.0,332.0,109.0
1249,4068.6500000000005,1829.5,923.0,840.0,315.0,107.0
1250,4052.5500000000006,1773.5,918.0,784.0,337.0,143.0
1251,4061.0500000000006,1756.5,918.0,784.0,329.0,87.0
1252,4058.0500000000006,1758.5,918.0,784.0,377.0,87.0
1253,4051.0500000000006,1772.5,919.0,816.0,489.0,87.0
1254,4075.5500000000006,1781.5,918.0,816.0,473.0,87.0
1255,4070.5500000000006,1784.5,919.0,816.0,329.0,87.0
1256,4070.5500000000006,1807.5,918.0,816.0,345.0,87.0
1257,4075.0500000000006,1849.5,918.0,872.0,370.0,87.0
1258,4075.5500000000006,2105.5,918.0,768.0,383.0,138.0
1259,4078.1500000000005,2390.5,918.0,1288.0,471.0,155.0
1260,4085.8500000000004,2335.5,918.0,1080.0,396.0,121.0
1261,4070.4500000000003,2207.5,917.0,1240.0,344.0,125.0
1262,4051.4500000000003,2367.5,918.0,1192.0,599.0,138.0
1263,4085.9500000000003,2605.5,924.0,1248.0,922.0,211.0
1264,4111.450000000001,2685.5,985.0,1168.0,1109.0,153.0
1265,4132.550000000001,2808.5,1059.0,1040.0,1089.0,155.0
1266,4133.550000000001,2649.5,1051.0,1120.0,913.0,153.0
1267,4129.550000000001,2679.5,1047.0,1104.0,1033.0,150.0
1268,4132.750000000001,2878.5,1047.0,1096.0,856.0,166.0
1269,4143.250000000001,2743.5,1042.0,1128.0,1015.0,142.0
1270,4119.450000000001,2799.5,1035.0,1096.0,828.0,135.0
1271,4152.050000000001,2764.0,1035.0,1104.0,829.0,105.0
1272,4126.450000000001,2184.5,1002.0,792.0,448.0,97.0
1273,4151.950000000001,2196.5,989.0,984.0,449.0,98.0
1274,4154.650000000001,2016.5,983.0,792.0,432.0,90.0
1275,4139.85,2006.5,980.0,992.0,428.0,90.0
1276,4138.650000000001,1979.0,980.0,992.0,428.0,90.0
1277,4115.150000000001,1932.5,991.0,992.0,428.0,89.0
1278,4124.05,1949.5,993.0,992.0,428.0,89.0
1279,4126.75,1938.5,985.0,992.0,428.0,89.0
1280,4118.15,1915.5,988.0,992.0,428.0,89.0
1281,4153.849999999999,2041.0,987.0,1024.0,438.0,89.0
1282,4138.349999999999,2598.5,987.0,1096.0,564.0,109.0
1283,4169.349999999999,2529.5,988.0,1192.0,923.0,156.0
1284,4126.749999999999,2454.0,995.0,1064.0,843.0,146.0
1285,4130.749999999999,2497.0,988.0,1416.0,892.0,128.0
1286,4131.549999999999,2704.0,990.0,1168.0,1304.0,152.0
1287,4153.449999999999,2499.5,989.0,1368.0,953.0,154.0
1288,4143.649999999999,2857.5,989.0,1088.0,939.0,179.0
1289,4119.8499999999985,2798.5,989.0,1216.0,893.0,179.0
1290,4128.3499999999985,2639.5,996.0,1088.0,839.0,159.0
1291,4142.449999999999,2722.5,996.0,1088.0,938.0,163.0
1292,4138.949999999999,2778.5,996.0,1736.0,993.0,144.0
1293,4136.649999999999,2674.5,994.0,1632.0,839.0,160.0
1294,4152.049999999998,2768.5,994.0,1640.0,1017.0,134.0
1295,4120.249999999998,2594.5,985.0,1592.0,966.0,157.0
1296,4058.5499999999984,1758.5,920.0,888.0,760.0,162.0
1297,4087.1499999999983,1742.5,920.0,888.0,606.0,155.0
1298,4087.0499999999984,1659.5,922.0,888.0,573.0,112.0
1299,4095.9499999999985,1659.5,921.0,952.0,502.0,108.0
1300,4100.449999999998,1654.5,921.0,832.0,502.0,108.0
1301,4097.549999999998,1669.5,921.0,832.0,502.0,108.0
1302,4110.249999999998,1673.5,921.0,832.0,502.0,108.0
1303,4112.449999999998,1673.5,921.0,832.0,506.0,108.0
1304,4115.649999999998,1685.5,921.0,960.0,514.0,115.0
1305,4120.849999999998,1687.5,921.0,1024.0,490.0,107.0
1306,4111.649999999998,1878.5,921.0,1000.0,627.0,140.0
1307,4142.349999999998,2140.5,921.0,1160.0,554.0,149.0
1308,4124.549999999997,2115.5,921.0,1048.0,541.0,140.0
1309,4125.749999999997,2061.5,923.0,1080.0,594.0,140.0
1310,4123.249999999997,2157.5,932.0,1184.0,704.0,149.0
1311,4123.349999999998,2411.5,932.0,1032.0,783.0,158.0
1312,4127.849999999998,2454.5,934.0,992.0,814.0,144.0
1313,4125.649999999998,2574.5,945.0,1024.0,675.0,155.0
1314,4143.949999999998,2845.5,946.0,1032.0,539.0,145.0
1315,4177.149999999998,2810.5,947.0,1152.0,996.0,166.0
1316,4159.649999999998,2562.5,946.0,1176.0,1179.0,198.0
1317,4171.049999999997,2479.5,946.0,1576.0,1188.0,158.0
1318,4168.249999999997,2566.5,947.0,2040.0,528.0,158.0
1319,4148.049999999997,2508.5,946.0,2560.0,1030.0,159.0
1320,4103.649999999998,2019.5,942.0,928.0,1093.0,156.0
1321,4139.049999999997,1987.5,942.0,952.0,1461.0,148.0
1322,4145.149999999998,1857.5,939.0,920.0,757.0,148.0
1323,4162.349999999998,1819.5,939.0,920.0,613.0,140.0
1324,4148.949999999998,1788.5,939.0,920.0,597.0,142.0
1325,4146.149999999998,1844.5,939.0,920.0,597.0,134.0
1326,4143.749999999998,1844.5,939.0,920.0,589.0,132.0
1327,4132.749999999998,1808.5,941.0,920.0,589.0,138.0
1328,4119.449999999998,1846.5,943.0,920.0,589.0,132.0
1329,4153.049999999998,1897.5,942.0,920.0,622.0,134.0
1330,4136.649999999999,2085.5,945.0,992.0,607.0,145.0
1331,4130.949999999999,2374.5,944.0,1472.0,656.0,193.0
1332,4115.449999999999,2303.5,946.0,1464.0,715.0,155.0
1333,4150.749999999999,2428.5,945.0,1464.0,658.0,157.0
1334,4149.549999999999,2558.5,946.0,1464.0,949.0,160.0
1335,4138.749999999999,2471.5,946.0,1464.0,687.0,158.0
1336,4153.949999999999,2477.5,954.0,1608.0,677.0,147.0
1337,4147.3499999999985,2557.5,959.0,2008.0,715.0,219.0
1338,4161.8499999999985,2499.5,959.0,1936.0,692.0,179.0
1339,4173.649999999999,2769.5,958.0,1456.0,677.0,188.0
1340,4163.449999999999,2543.5,962.0,1632.0,911.0,188.0
1341,4163.049999999999,2556.5,964.0,1512.0,1124.0,235.0
1342,4152.849999999999,2595.5,959.0,1512.0,1365.0,204.0
1343,4166.849999999999,2610.5,966.0,1512.0,836.0,171.0
1344,4118.849999999999,2105.5,959.0,416.0,771.0,122.0
1345,4145.749999999999,2096.5,958.0,416.0,819.0,122.0
1346,4131.949999999999,2031.5,959.0,416.0,821.0,120.0
1347,4135.449999999999,2039.5,957.0,416.0,791.0,120.0
1348,4125.649999999999,2035.5,958.0,416.0,787.0,120.0
1349,4146.549999999998,2049.5,958.0,352.0,787.0,120.0
1350,4141.049999999998,2036.5,957.0,352.0,779.0,120.0
1351,4139.649999999999,2015.5,958.0,352.0,779.0,120.0
1352,4141.3499999999985,2018.5,977.0,352.0,779.0,120.0
1353,4126.949999999999,2146.5,977.0,352.0,796.0,129.0
1354,4111.3499999999985,2283.5,977.0,1472.0,839.0,138.0
1355,4100.949999999999,2222.5,975.0,1776.0,1125.0,125.0
1356,4126.949999999999,2246.5,975.0,1584.0,559.0,133.0
1357,4126.749999999999,2408.5,958.0,1984.0,796.0,141.0
1358,4116.549999999999,2438.5,964.0,2336.0,769.0,125.0
1359,4092.249999999999,2426.5,968.0,2128.0,1642.0,129.0
1360,4086.349999999999,2659.5,967.0,2416.0,1462.0,153.0
1361,4107.549999999999,2732.5,966.0,3432.0,1152.0,141.0
1362,4129.049999999999,2608.5,965.0,1672.0,786.0,133.0
1363,4142.449999999999,2566.5,966.0,1672.0,852.0,143.0
1364,4141.549999999999,2598.5,966.0,1544.0,1094.0,135.0
1365,4115.849999999999,2646.5,967.0,1608.0,1070.0,135.0
1366,4114.249999999999,2627.5,970.0,1568.0,558.0,135.0
1367,4125.049999999999,2569.5,969.0,1544.0,814.0,135.0
1368,4102.949999999999,2182.5,965.0,728.0,174.0,104.0
1369,4116.949999999999,2161.5,964.0,728.0,174.0,128.0
1370,4111.049999999999,2104.5,964.0,728.0,134.0,126.0
1371,4105.549999999999,2088.5,964.0,728.0,366.0,126.0
1372,4103.249999999999,2084.5,966.0,728.0,363.0,126.0
1373,4107.349999999999,2093.5,966.0,728.0,363.0,126.0
1374,4105.95,2082.5,965.0,728.0,347.0,126.0
1375,4111.55,2101.5,964.0,728.0,347.0,126.0
1376,4108.05,2119.5,964.0,728.0,347.0,134.0
1377,4108.650000000001,2124.5,988.0,728.0,378.0,134.0
1378,4109.05,2176.5,965.0,1688.0,870.0,134.0
1379,4124.150000000001,2345.5,966.0,2648.0,619.0,134.0
1380,4132.650000000001,2193.5,966.0,1208.0,866.0,134.0
1381,4125.450000000001,2210.5,965.0,1272.0,619.0,134.0
1382,4108.550000000001,2225.5,964.0,1272.0,875.0,135.0
1383,4098.550000000001,2291.5,965.0,1272.0,1134.0,152.0
1384,4104.350000000001,2332.5,966.0,1528.0,1126.0,197.0
1385,4123.750000000001,2444.5,966.0,1528.0,870.0,173.0
1386,4117.550000000001,2401.5,965.0,1528.0,614.0,173.0
1387,4117.350000000001,2402.5,966.0,1528.0,358.0,173.0
1388,4109.950000000002,2444.5,966.0,1528.0,390.0,173.0
1389,4126.950000000002,2466.5,966.0,1528.0,662.0,181.0
1390,4104.250000000002,2464.5,967.0,1592.0,654.0,189.0
1391,4097.850000000002,2513.5,966.0,1592.0,906.0,188.0
1392,4070.350000000002,2116.5,952.0,1184.0,362.0,195.0
1393,4079.950000000002,2078.5,954.0,1184.0,358.0,193.0
1394,4082.150000000002,2007.5,950.0,1184.0,350.0,175.0
1395,4070.150000000002,1968.5,952.0,1184.0,350.0,175.0
1396,4070.050000000002,1928.5,951.0,1184.0,350.0,171.0
1397,4079.550000000002,1918.5,951.0,1184.0,350.0,154.0
1398,4073.350000000002,1881.5,952.0,1184.0,350.0,154.0
1399,4074.1500000000024,1829.5,951.0,1184.0,342.0,154.0
1400,4078.9500000000025,1825.5,951.0,1184.0,342.0,154.0
1401,4080.3500000000026,1857.5,951.0,1184.0,358.0,154.0
1402,4124.450000000003,2253.5,954.0,1312.0,396.0,164.0
1403,4111.950000000003,2394.5,960.0,1864.0,660.0,166.0
1404,4090.6500000000024,2425.5,958.0,1544.0,631.0,165.0
1405,4103.950000000003,2395.5,960.0,1544.0,670.0,163.0
1406,4106.150000000002,2599.5,1206.0,1592.0,861.0,159.0
1407,4103.250000000003,2576.5,1284.0,1592.0,1090.0,188.0
1408,4099.550000000003,2691.5,1274.0,1632.0,1320.0,178.0
1409,4105.850000000003,2724.5,1279.0,1616.0,1095.0,162.0
1410,4133.750000000003,2591.5,1237.0,1552.0,971.0,168.0
1411,4123.050000000003,2730.5,1226.0,1536.0,1193.0,176.0
1412,4133.450000000003,2767.5,1211.0,1536.0,1067.0,168.0
1413,4106.550000000003,2693.5,1208.0,1600.0,909.0,168.0
1414,4127.350000000003,2847.5,1179.0,1600.0,1007.0,168.0
1415,4115.350000000003,2775.5,1142.0,1536.0,896.0,153.0
1416,4072.050000000003,2263.5,1048.0,992.0,790.0,142.0
1417,4114.750000000003,2317.5,1049.0,992.0,789.0,142.0
1418,4199.150000000002,2388.5,957.0,1248.0,713.0,142.0
1419,4209.150000000002,2506.5,956.0,1248.0,712.0,142.0
1420,4195.850000000002,2143.5,956.0,1248.0,711.0,155.0
1421,4223.250000000002,2166.5,956.0,1248.0,706.0,163.0
1422,4208.1500000000015,2171.5,956.0,1248.0,706.0,157.0
1423,4106.450000000002,2124.5,958.0,1248.0,706.0,157.0
1424,4101.550000000002,2118.5,959.0,1248.0,721.0,162.0
1425,4088.050000000002,2272.5,958.0,1248.0,725.0,148.0
1426,4096.750000000002,2489.5,1172.0,1488.0,843.0,150.0
1427,4117.6500000000015,2577.5,1169.0,2304.0,871.0,156.0
1428,4122.450000000002,2538.5,1165.0,1544.0,838.0,152.0
1429,4109.250000000002,2621.5,1166.0,1576.0,801.0,162.0
1430,4112.850000000002,2618.5,1164.0,2112.0,817.0,176.0
1431,4110.550000000002,2664.5,1166.0,1544.0,812.0,162.0
1432,4110.050000000002,2754.5,1166.0,1544.0,834.0,154.0
1433,4108.550000000002,2832.5,1177.0,1544.0,825.0,162.0
1434,4122.250000000002,2746.5,1171.0,1544.0,817.0,162.0
1435,4109.450000000002,2763.5,1170.0,1568.0,824.0,162.0
1436,4117.350000000001,2814.5,1170.0,1544.0,862.0,162.0
1437,4112.850000000001,2772.5,1170.0,1608.0,871.0,162.0
1438,4130.250000000001,2559.5,1356.0,1552.0,978.0,167.0
1439,4109.250000000001,2674.5,1341.0,1560.0,1003.0,183.0
1440,4096.350000000001,2248.5,1287.0,1296.0,361.0,192.0
1441,4109.750000000001,2351.5,1154.0,1296.0,410.0,172.0
1442,4107.750000000001,2178.5,1144.0,1288.0,440.0,170.0
1443,4113.450000000001,2069.5,1126.0,1288.0,438.0,170.0
1444,4111.35,2054.5,1092.0,1288.0,391.0,170.0
1445,4123.650000000001,2079.5,1001.0,1280.0,313.0,166.0
1446,4120.55,2084.5,960.0,1280.0,278.0,171.0
1447,4123.45,2082.5,960.0,1280.0,534.0,151.0
1448,4109.25,2094.5,1216.0,1280.0,779.0,161.0
1449,4138.55,2286.5,1317.0,1536.0,1178.0,177.0
1450,4141.35,2468.5,1290.0,1280.0,829.0,161.0
1451,4148.950000000001,2513.5,1248.0,1792.0,796.0,161.0
1452,4149.550000000001,2537.5,1231.0,1536.0,741.0,160.0
1453,4159.250000000001,2474.5,1262.0,1536.0,776.0,168.0
1454,4130.050000000001,2484.5,1306.0,1536.0,916.0,167.0
1455,4113.050000000001,2588.5,1317.0,1536.0,937.0,166.0
1456,4123.550000000001,2836.5,1284.0,1536.0,980.0,166.0
1457,4136.050000000001,3183.5,1319.0,1536.0,1151.0,166.0
1458,4145.250000000001,2932.5,1297.0,1536.0,1299.0,166.0
1459,4132.150000000001,2762.5,1287.0,1536.0,1221.0,166.0
1460,4127.35,2787.5,1300.0,1536.0,1190.0,166.0
1461,4133.55,3076.5,1281.0,1536.0,1084.0,166.0
1462,4137.05,3032.5,1263.0,1536.0,1135.0,178.0
1463,4132.35,2821.5,1233.0,1536.0,886.0,115.0
1464,4093.1500000000005,2322.5,1152.0,920.0,366.0,103.0
1465,4128.650000000001,2254.5,1151.0,920.0,341.0,102.0
1466,4233.650000000001,2369.5,1090.0,920.0,280.0,102.0
1467,4224.85,2283.5,1043.0,920.0,269.0,102.0
1468,4230.950000000001,2281.5,1041.0,920.0,260.0,102.0
1469,4242.35,2293.5,1049.0,920.0,246.0,102.0
1470,4222.85,2298.5,1089.0,920.0,263.0,105.0
1471,4114.25,2203.5,1074.0,920.0,279.0,105.0
1472,4123.05,2211.5,1081.0,920.0,285.0,105.0
1473,4150.35,2232.5,1089.0,920.0,671.0,104.0
1474,4121.450000000001,2307.5,1114.0,920.0,639.0,104.0
1475,4129.35,2333.5,1109.0,920.0,648.0,103.0
1476,4126.05,2534.5,1092.0,920.0,650.0,103.0
1477,4128.25,2940.5,1075.0,920.0,609.0,103.0
1478,4115.95,2630.5,1076.0,920.0,597.0,103.0
1479,4114.05,2701.5,1096.0,920.0,578.0,103.0
1480,4116.150000000001,2679.5,1140.0,920.0,632.0,102.0
1481,4133.85,2622.5,1118.0,1360.0,630.0,102.0
1482,4116.25,2631.5,1097.0,1368.0,650.0,102.0
1483,4109.55,2592.5,1121.0,1168.0,947.0,102.0
1484,4099.75,2591.5,1155.0,1224.0,915.0,94.0
1485,4109.85,2600.5,1155.0,1512.0,1264.0,94.0
1486,4103.25,2614.5,1197.0,2248.0,707.0,94.0
1487,4099.95,2717.5,1137.0,2280.0,689.0,94.0
1488,4106.55,2337.5,1081.0,776.0,953.0,82.0
1489,4157.25,2328.5,1043.0,1264.0,687.0,91.0
1490,4172.15,2204.5,1005.0,776.0,613.0,54.0
1491,4171.849999999999,2160.5,1130.0,776.0,623.0,44.0
1492,4199.249999999999,2192.5,1175.0,776.0,636.0,44.0
1493,4151.449999999999,2144.5,1295.0,776.0,666.0,44.0
1494,4166.649999999999,2163.5,1309.0,776.0,674.0,46.0
1495,4115.149999999999,2179.5,1279.0,1024.0,670.0,46.0
