hour,A10,A100-SXM4-80GB,GPU-series-1,H800,GPU-series-2,A800-SXM4-80GB
3343,3001.7699999999973,2872.0,1419.0,1232.0,578.0,145.0
3344,2999.7699999999973,2864.0,1449.0,1232.0,578.0,145.0
3345,3001.7699999999973,2897.0,1440.0,1296.0,579.0,145.0
3346,3015.7699999999973,3228.0,1349.0,1384.0,828.0,149.0
3347,3048.2699999999973,3378.0,1358.0,1672.0,1085.0,156.0
3348,3070.2699999999973,3242.0,1349.0,1392.0,805.0,175.0
3349,3104.2699999999973,3310.0,1352.0,1828.0,870.0,152.0
3350,3101.369999999997,3451.0,1360.0,1692.0,894.0,190.0
3351,3099.469999999997,3448.0,1358.0,1596.0,1250.0,166.0
3352,3077.7699999999973,3420.0,1355.0,2056.0,1007.0,167.0
3353,3083.0699999999974,4921.0,1355.0,2404.0,978.0,168.0
3354,3084.2699999999973,4000.0,1353.0,2444.0,978.0,171.0
3355,3075.969999999997,4651.0,1354.0,2080.0,967.0,165.0
3356,3083.2699999999973,4774.0,1358.0,1876.0,888.0,171.0
3357,3089.469999999997,3445.0,1376.5,1852.0,898.5,163.0
3358,3097.469999999997,3377.0,1435.5,2280.0,883.5,157.0
3359,3084.469999999997,3418.0,1434.5,2004.0,881.5,155.0
3360,3031.569999999997,2387.0,1418.5,1296.0,551.5,143.0
3361,3040.069999999997,2391.0,1423.5,2144.0,530.0,152.0
3362,3023.069999999997,2299.0,1424.5,1728.0,546.0,148.0
3363,3029.569999999997,2256.0,1425.5,1344.0,546.0,145.0
3364,3031.569999999997,2213.0,1425.5,392.0,522.0,145.0
3365,3033.569999999997,2169.0,1350.0,640.0,522.0,145.0
3366,3038.569999999997,2167.0,1349.0,580.0,522.0,145.0
3367,3035.569999999997,2190.0,1349.0,572.0,522.0,141.0
3368,3037.569999999997,2219.0,1353.0,564.0,530.0,140.0
3369,3043.569999999997,2264.0,1349.0,600.0,525.0,140.0
3370,3043.569999999997,2523.0,1354.5,664.0,842.0,184.0
3371,3034.169999999997,2679.0,1375.5,632.0,882.0,177.0
3372,3049.169999999997,2610.0,1458.5,632.0,909.5,165.0
3373,3048.769999999997,2589.0,1456.5,896.0,965.5,128.0
3374,3057.069999999997,2800.0,1520.0,1649.0,1251.5,156.0
3375,3061.969999999997,2694.0,1460.0,1085.0,923.0,157.0
3376,3063.7699999999973,2918.0,1360.0,948.0,925.0,168.0
3377,3067.369999999997,2875.0,1368.0,916.0,946.0,190.0
3378,3067.469999999997,2777.0,1366.0,1364.0,909.0,144.0
3379,3066.369999999997,3194.0,1367.0,1708.0,893.0,147.0
3380,3064.569999999997,3219.0,1371.0,1692.0,892.0,141.0
3381,3066.569999999997,3852.0,1368.0,788.0,887.0,137.0
3382,3066.069999999997,3212.0,1366.0,516.0,887.0,136.0
3383,3065.069999999997,3289.0,1366.0,708.0,885.0,144.0
3384,3034.269999999997,2317.0,1333.0,132.0,1219.0,143.0
3385,3035.569999999997,2943.0,1333.0,124.0,707.0,142.0
3386,3038.569999999997,3537.0,1339.0,132.0,413.0,146.0
3387,3043.869999999997,3402.0,1340.0,124.0,413.0,146.0
3388,3045.869999999997,2896.0,1342.0,1156.0,413.0,130.0
3389,3042.869999999997,2919.0,1346.0,1172.0,413.0,130.0
3390,3047.869999999997,2924.0,1346.0,1156.0,413.0,130.0
3391,3047.869999999997,2888.0,1346.0,1156.0,413.0,130.0
3392,3046.869999999997,2927.0,1366.0,124.0,501.0,122.0
3393,3047.369999999997,3041.0,1366.0,380.0,597.0,122.0
3394,3047.369999999997,3034.0,1366.0,1532.0,629.0,122.0
3395,3047.369999999997,3080.0,1383.0,124.0,654.0,122.0
3396,3050.069999999997,3079.0,1370.0,124.0,659.0,122.0
3397,3050.069999999997,3087.0,1371.0,772.0,627.0,122.0
3398,3105.669999999997,3083.0,1377.0,772.0,883.0,122.0
3399,3118.069999999997,3062.0,1377.0,572.0,1010.0,122.0
3400,3129.769999999997,3071.0,1373.0,788.0,770.0,154.0
3401,3126.769999999997,3450.0,1371.0,788.0,771.0,127.0
3402,3148.769999999997,3241.0,1372.0,716.0,1026.0,152.0
3403,3119.769999999997,3146.0,1372.0,708.0,555.0,159.0
3404,3118.769999999997,3140.0,1382.0,708.0,622.0,162.0
3405,3116.069999999997,3187.0,1364.0,708.0,569.0,154.0
3406,3145.069999999997,3207.0,1364.0,708.0,555.0,170.0
3407,3086.069999999997,3538.0,1381.0,708.0,716.0,122.0
3408,3058.469999999997,3291.0,1350.0,180.0,445.0,89.0
3409,2991.669999999997,2909.0,1345.0,180.0,693.0,89.0
3410,3015.269999999997,2734.0,1344.0,180.0,276.0,81.0
3411,2993.4699999999966,2716.0,1343.0,180.0,277.0,81.0
3412,2990.769999999997,2706.0,1345.0,180.0,277.0,81.0
3413,3030.769999999997,2631.0,1345.0,180.0,277.0,81.0
3414,3032.769999999997,2620.0,1347.0,180.0,277.0,81.0
3415,3001.9699999999966,2602.0,1352.0,180.0,278.0,81.0
3416,2978.0699999999965,2596.0,1351.0,252.0,278.0,81.0
3417,2976.7699999999963,2647.0,1354.0,188.0,271.0,81.0
3418,2965.7699999999963,2673.0,1352.0,188.0,391.0,89.0
3419,2956.7699999999963,2897.0,1351.0,188.0,623.0,105.0
3420,2949.0699999999965,2872.0,1353.0,188.0,621.0,97.0
3421,2962.1699999999964,2836.0,1435.0,188.0,636.0,97.0
3422,2978.1699999999964,2846.0,1439.0,188.0,661.0,98.0
3423,2963.1699999999964,2999.0,1437.0,188.0,599.0,98.0
3424,2968.1699999999964,3070.0,1620.5,188.0,671.0,90.0
3425,2986.4699999999966,2983.0,1537.0,188.0,914.0,58.0
3426,2970.1699999999964,3004.0,1538.0,188.0,925.0,58.0
3427,2968.1699999999964,3000.0,1566.0,188.0,925.0,58.0
3428,2951.1699999999964,3070.0,1438.0,188.0,863.0,70.0
3429,2964.1699999999964,3102.0,1438.0,188.0,1071.0,102.0
3430,2965.4699999999966,3039.0,1440.0,444.0,1129.0,158.0
3431,2951.4699999999966,3246.0,1445.0,444.0,877.0,133.0
3432,2908.269999999997,2527.0,1355.0,116.0,359.0,61.0
3433,2909.8699999999967,2783.0,1340.0,380.0,352.0,61.0
3434,2907.4699999999966,2658.0,1339.0,908.0,339.0,61.0
3435,2897.769999999997,2662.0,1339.0,636.0,531.0,61.0
3436,2896.769999999997,2655.0,1339.0,636.0,475.0,61.0
3437,2889.769999999997,2688.0,1412.0,636.0,466.0,61.0
3438,2893.769999999997,2687.0,1413.0,636.0,485.0,61.0
3439,2891.269999999997,2677.0,1429.0,636.0,568.0,61.0
3440,2891.569999999997,2684.0,1430.0,636.0,569.0,61.0
3441,2893.069999999997,2819.0,1429.0,580.0,614.0,149.0
3442,2903.469999999997,3216.5,1434.0,576.0,1390.0,177.0
3443,2906.969999999997,3228.5,1432.0,576.0,1169.0,159.0
3444,2911.069999999997,3013.0,1440.0,624.0,911.0,163.0
3445,2910.069999999997,3110.0,1438.0,576.0,996.0,146.0
3446,2933.869999999997,3347.0,1442.0,1168.0,921.0,152.0
3447,2937.2699999999973,3590.0,1443.0,656.0,1043.0,151.0
3448,2965.469999999997,3393.0,1431.0,1192.0,929.0,161.0
3449,2972.969999999997,3223.0,1429.0,664.0,984.0,196.0
3450,2966.969999999997,3098.0,1429.0,648.0,901.0,188.0
3451,2959.969999999997,3104.0,1429.0,768.0,1062.0,163.0
3452,2925.969999999997,3247.0,1432.0,656.0,900.0,167.0
3453,2994.2699999999973,3154.0,1431.0,616.0,674.0,156.0
3454,2985.969999999997,3020.0,1430.0,616.0,945.0,162.0
3455,2984.2699999999973,3022.0,1429.0,648.0,866.0,138.0
3456,2793.5699999999974,2258.0,1346.0,24.0,383.0,121.0
3457,2840.0699999999974,2180.0,1346.0,24.0,249.0,105.0
3458,2800.5699999999974,2139.0,1357.0,24.0,296.0,105.0
3459,2792.5699999999974,2173.0,1357.0,24.0,298.0,105.0
3460,2811.5699999999974,2132.0,1357.0,24.0,296.0,105.0
3461,2768.3699999999976,2162.0,1357.0,24.0,840.0,105.0
3462,2743.3699999999976,2098.0,1357.0,24.0,584.0,105.0
3463,2738.669999999998,2085.0,1358.0,24.0,584.0,107.0
3464,2787.169999999998,2125.0,1466.0,24.0,674.0,111.0
3465,2779.969999999998,2198.0,1459.0,24.0,887.0,129.0
3466,2718.969999999998,2533.0,1458.0,24.0,893.0,168.0
3467,2737.269999999998,3139.0,1458.0,24.0,1150.0,155.0
3468,2729.269999999998,3050.0,1459.0,24.0,918.0,141.0
3469,2735.269999999998,3074.0,1459.0,24.0,922.0,146.0
3470,2831.269999999998,4007.0,1459.0,565.0,1184.0,167.0
3471,2820.6699999999983,3778.0,1459.0,612.0,888.0,208.0
3472,2822.5699999999983,3804.0,1460.0,576.0,894.0,171.0
3473,2832.0699999999983,3246.0,1452.0,708.0,803.0,154.0
3474,2827.6699999999983,3095.0,1451.0,688.0,800.0,149.0
3475,2814.9699999999984,3475.0,1457.0,780.0,818.0,191.0
3476,2853.2699999999986,4397.0,1463.0,712.0,1105.0,179.0
3477,2817.6699999999987,3412.0,1460.0,820.0,839.0,175.0
3478,2822.969999999999,3373.0,1458.0,824.0,862.0,169.0
3479,2819.969999999999,3366.0,1458.0,732.0,854.0,165.0
3480,2769.769999999999,2825.0,1345.0,152.0,545.0,80.0
3481,2763.269999999999,2809.0,1345.0,156.0,599.0,80.0
3482,2768.0699999999993,2479.0,1345.0,160.0,620.0,79.0
3483,2764.0699999999993,2491.0,1345.0,164.0,556.0,79.0
3484,2754.0699999999993,2432.0,1345.0,168.0,556.0,82.0
3485,2770.669999999999,2414.0,1345.0,172.0,812.0,81.0
3486,2760.9699999999993,2431.0,1345.0,176.0,813.0,80.0
3487,2758.3699999999994,2431.0,1345.0,180.0,813.0,80.0
3488,2752.3699999999994,2408.0,1345.0,184.0,813.0,84.0
3489,2771.3699999999994,2419.0,1346.0,188.0,813.0,96.0
3490,2797.2699999999995,2797.0,1456.0,264.0,860.5,92.0
3491,2763.3699999999994,2922.0,1565.0,300.0,1259.5,140.0
3492,2756.4699999999993,2761.0,1531.5,280.0,978.5,125.0
3493,2767.169999999999,2806.0,1515.5,292.0,1008.5,139.0
3494,2773.669999999999,3028.0,1471.5,304.0,1000.5,138.0
3495,2761.869999999999,3263.0,1472.5,300.0,1042.5,220.0
3496,2774.369999999999,3591.5,1473.5,824.0,802.5,157.0
3497,2800.469999999999,3737.0,1535.0,1932.0,1092.0,221.0
3498,2776.6699999999987,3528.5,1443.5,836.0,925.5,237.0
3499,2770.969999999999,3534.0,1443.5,840.0,784.5,188.0
3500,2773.269999999999,3537.0,1430.5,940.0,780.5,191.0
3501,2782.169999999999,3395.0,1431.5,888.0,672.5,187.0
3502,2774.0699999999993,3542.0,1431.5,780.0,1007.5,185.0
3503,2766.269999999999,3308.0,1430.5,784.0,1083.5,165.0
3504,2743.169999999999,2930.5,1423.5,748.0,272.0,138.0
3505,2747.169999999999,2694.5,1384.0,240.0,264.0,136.0
3506,2746.169999999999,2728.0,1377.0,308.0,217.0,135.0
3507,2747.169999999999,2616.0,1376.0,312.0,217.0,135.0
3508,2752.369999999999,2595.0,1377.0,312.0,217.0,135.0
3509,2756.569999999999,2575.5,1377.0,316.0,217.0,147.0
3510,2753.1699999999987,2564.5,1376.0,320.0,217.0,143.0
3511,2750.1699999999987,2538.5,1378.0,260.0,280.0,143.0
3512,2748.1699999999987,2506.0,1378.0,260.0,216.0,147.0
3513,2748.1699999999987,2470.0,1378.0,260.0,248.0,151.0
3514,2751.3699999999985,2784.5,1457.0,868.0,608.0,191.0
3515,2766.4699999999984,3005.0,1465.0,812.0,614.0,173.0
3516,2763.6699999999983,2976.0,1468.0,796.0,680.0,171.0
3517,2762.369999999998,3164.0,1466.0,924.0,617.0,175.0
3518,2792.469999999998,3146.0,1468.0,1004.0,632.0,172.0
3519,2794.869999999998,3274.0,1393.0,2024.0,699.0,176.0
3520,2791.969999999998,3274.5,1399.0,3024.0,632.0,182.0
3521,2808.369999999998,3396.0,1483.5,3020.0,716.0,173.0
3522,2796.769999999998,3269.0,1478.5,1996.0,1120.0,171.0
3523,2796.869999999998,3493.0,1483.5,2052.0,1012.0,171.0
3524,2805.6699999999983,3376.0,1697.5,2060.0,1286.0,172.0
3525,2804.269999999998,3426.0,1484.0,1988.0,1239.0,170.0
3526,2797.1699999999983,3413.0,1490.0,2052.0,1245.0,179.0
3527,2799.769999999998,3352.0,1489.0,1980.0,649.0,174.0
3528,2764.1699999999983,2014.0,1392.0,724.0,484.0,140.0
3529,2763.0699999999983,2148.0,1392.0,732.0,743.0,137.0
3530,2763.3699999999985,2000.0,1393.0,716.0,483.0,138.0
3531,2767.6699999999987,2051.0,1392.0,716.0,483.0,136.0
3532,2770.3699999999985,2005.0,1394.0,716.0,483.0,137.0
3533,2769.8699999999985,1980.0,1393.0,716.0,491.0,135.0
3534,2769.8699999999985,1996.0,1394.0,716.0,739.0,135.0
3535,2769.8699999999985,1981.0,1395.0,716.0,735.0,135.0
3536,2769.8699999999985,1952.0,1394.0,716.0,743.0,135.0
3537,2769.8699999999985,2025.0,1396.0,716.0,743.0,137.0
3538,2774.8699999999985,2283.0,1397.0,1780.0,1011.0,138.0
3539,2785.7699999999986,2562.0,1420.0,2788.0,1177.0,160.0
3540,2782.6699999999987,2524.0,1423.0,1740.0,918.0,150.0
3541,2781.6699999999987,2594.0,1422.0,1740.0,907.0,146.0
3542,2786.969999999999,2689.0,1430.0,1748.0,1122.0,155.0
3543,2787.769999999999,2818.0,1430.0,1808.0,853.0,169.0
3544,2795.969999999999,3008.0,1426.0,1808.0,830.0,185.0
3545,2793.869999999999,3658.0,1426.0,1912.0,1034.0,211.0
3546,2793.869999999999,3500.0,1425.0,1804.0,940.0,171.0
3547,2792.269999999999,3926.0,1424.0,1884.0,766.0,175.0
3548,2795.0699999999993,4502.0,1421.0,1828.0,755.0,167.0
3549,2798.4699999999993,3885.0,1421.0,1796.0,781.0,181.0
3550,2798.4699999999993,3902.0,1422.0,1804.0,725.0,178.0
3551,2795.3699999999994,4166.0,1423.0,1804.0,866.0,174.0
3552,2779.0699999999993,3629.0,1394.0,764.0,521.0,147.0
3553,2779.3699999999994,3463.0,1397.0,764.0,553.0,146.0
3554,2782.5699999999993,3546.0,1396.0,764.0,506.0,149.0
3555,2780.5699999999993,2809.0,1396.0,764.0,506.0,149.0
3556,2781.769999999999,2777.0,1398.0,764.0,506.0,149.0
3557,2781.469999999999,2775.0,1398.0,764.0,506.0,149.0
3558,2783.269999999999,2761.0,1398.0,764.0,505.0,145.0
3559,2782.269999999999,2755.0,1399.0,764.0,506.0,146.0
3560,2782.269999999999,2733.0,1399.0,764.0,504.0,145.0
3561,2782.269999999999,2745.0,1399.0,780.0,505.0,145.0
3562,2782.269999999999,2820.0,1397.0,788.0,513.0,153.0
3563,2782.269999999999,2946.5,1397.0,852.0,593.0,161.0
3564,2782.269999999999,3099.5,1397.0,844.0,591.0,153.0
3565,2783.269999999999,3054.0,1398.0,844.0,511.0,150.0
3566,2783.269999999999,3187.5,1398.0,844.0,791.0,157.0
3567,2784.269999999999,3296.0,1399.0,916.0,740.0,149.0
3568,2784.269999999999,3458.0,1400.0,1932.0,741.0,149.0
3569,2784.269999999999,3341.0,1401.0,1876.0,741.0,149.0
3570,2784.269999999999,3253.0,1408.0,1796.0,764.0,149.0
3571,2784.269999999999,3333.0,1407.0,1820.0,763.0,149.0
3572,2784.269999999999,3246.0,1406.0,1796.0,803.0,149.0
3573,2786.269999999999,3062.0,1406.0,1796.0,799.0,149.0
3574,2785.269999999999,3023.0,1407.0,1796.0,751.0,149.0
3575,2785.269999999999,3087.0,1406.0,1796.0,751.0,149.0
3576,2758.669999999999,2845.0,1399.0,1708.0,743.0,159.0
3577,2759.669999999999,2580.0,1401.0,1708.0,743.0,154.0
3578,2760.9699999999993,2599.0,1400.0,1788.0,743.0,153.0
3579,2760.9699999999993,2665.0,1400.0,1724.0,744.0,153.0
3580,2760.9699999999993,2611.0,1401.0,1724.0,736.0,153.0
3581,2760.669999999999,2616.0,1401.0,1724.0,736.0,153.0
3582,2760.869999999999,2628.0,1414.5,1724.0,789.5,153.0
3583,2764.169999999999,2631.0,1414.5,1724.0,789.5,153.0
3584,2760.369999999999,2591.0,1414.5,1724.0,790.5,157.0
3585,2760.369999999999,2580.0,1414.5,1796.0,798.5,157.0
3586,2760.369999999999,2655.0,1414.5,1804.0,806.5,157.0
3587,2760.369999999999,2865.0,1414.5,1812.0,848.5,157.0
3588,2764.369999999999,2862.0,1414.5,1812.0,829.5,156.0
3589,2765.369999999999,2977.0,1424.0,1812.0,1051.5,152.0
3590,2767.369999999999,2874.0,1410.5,1812.0,911.0,152.0
3591,2766.869999999999,2905.0,1411.5,1812.0,730.0,152.0
3592,2774.369999999999,2918.0,1407.5,1812.0,829.0,152.0
3593,2773.869999999999,3555.0,1409.5,1812.0,859.0,156.0
3594,2773.369999999999,3463.0,1409.5,1916.0,813.0,156.0
3595,2772.869999999999,3481.0,1409.5,1908.0,689.0,156.0
3596,2784.969999999999,3499.0,1409.5,1908.0,683.0,156.0
3597,2791.269999999999,3479.0,1411.5,1852.0,756.0,156.0
3598,2791.669999999999,3623.0,1523.5,1852.0,965.0,156.0
3599,2783.769999999999,4168.0,1513.0,1852.0,860.0,156.0
3600,2750.869999999999,3540.0,1436.0,1764.0,790.0,158.0
3601,2745.869999999999,3418.0,1436.0,1716.0,822.0,165.0
3602,2738.469999999999,2766.5,1437.0,1724.0,793.5,156.0
3603,2740.069999999999,2754.5,1438.0,1724.0,793.5,156.0
3604,2740.069999999999,2750.0,1438.0,1748.0,752.5,156.0
3605,2740.069999999999,2754.0,1438.0,1732.0,752.5,148.0
3606,2741.069999999999,2698.0,1438.0,1732.0,752.5,148.0
3607,2741.069999999999,2668.0,1439.0,1732.0,627.5,148.0
3608,2741.069999999999,2670.0,1438.0,1732.0,626.5,148.0
3609,2744.069999999999,2786.0,1438.0,1740.0,667.5,148.0
3610,2761.2699999999986,3162.0,1441.0,1812.0,806.5,153.0
3611,2763.2699999999986,3223.0,1443.0,1912.0,960.5,154.0
3612,2766.569999999999,3048.0,1447.0,1880.0,905.5,154.0
3613,2775.7699999999986,3057.0,1411.0,1905.0,997.0,154.0
3614,2776.069999999999,3258.0,1412.0,1925.0,939.0,157.0
3615,2781.7699999999986,3484.0,1416.0,1864.0,1073.0,180.0
3616,2794.9699999999984,3562.0,1428.0,1864.0,985.0,167.0
3617,2797.7699999999986,3738.0,1421.0,1852.0,1017.0,175.0
3618,2804.1699999999987,3602.0,1420.0,1828.0,916.5,167.0
3619,2803.969999999999,3600.0,1422.0,1824.0,967.5,174.0
3620,2797.469999999999,3586.0,1436.0,1820.0,908.5,178.0
3621,2800.769999999999,3519.0,1451.0,1820.0,882.0,167.0
3622,2810.369999999999,3422.0,1444.0,1316.0,839.0,165.0
3623,2813.369999999999,3437.0,1443.0,1836.0,843.0,171.0
3624,2777.569999999999,2221.0,1425.0,2252.0,673.0,154.0
3625,2776.7699999999986,2215.0,1425.0,1740.0,665.0,169.0
3626,2774.6699999999987,2124.0,1449.0,3268.0,681.0,132.0
3627,2852.6699999999987,2294.0,1449.0,2244.0,681.0,148.0
3628,2835.1699999999987,2297.0,1509.0,2244.0,692.0,148.0
3629,2839.6699999999987,2324.0,1582.0,2244.0,709.0,143.0
3630,2862.1699999999987,2335.0,1522.0,1732.0,698.0,143.0
3631,2801.7699999999986,2246.0,1524.0,1732.0,703.0,143.0
3632,2787.3699999999985,2426.0,1516.0,1732.0,703.0,145.0
3633,2787.3699999999985,2539.0,1451.0,1732.0,680.0,145.0
3634,2769.3699999999985,2730.0,1451.0,1868.0,681.0,169.0
3635,2780.8699999999985,2737.0,1453.0,1932.0,708.0,157.0
3636,2789.5699999999983,2565.0,1664.0,1876.0,989.0,179.0
3637,2779.0699999999983,2745.0,1604.0,1876.0,953.0,165.0
3638,2790.0699999999983,2829.0,1608.0,1892.0,975.0,191.0
3639,2797.0699999999983,3073.0,1695.5,1876.0,1136.0,185.0
3640,2793.6699999999983,3137.0,1736.5,1884.0,1272.5,170.0
3641,2796.769999999998,3670.0,1641.5,1884.0,1141.5,161.0
3642,2800.969999999998,4110.0,1512.5,1880.0,1200.5,155.0
3643,2804.769999999998,3504.0,1495.5,1892.0,1333.5,148.0
3644,2803.869999999998,3516.0,1504.5,1888.0,1354.5,168.0
3645,2802.469999999998,3687.0,1511.5,1876.0,1142.5,156.0
3646,2792.469999999998,3732.0,1512.5,1876.0,1246.5,152.0
3647,2787.269999999998,4598.0,1510.5,1876.0,1104.0,153.0
3648,2755.6699999999983,3986.0,1496.5,1204.0,385.0,135.0
3649,2785.769999999998,3410.0,1590.5,1204.0,418.0,135.0
3650,2781.5699999999983,3254.0,1506.0,1204.0,318.0,143.0
3651,2782.5699999999983,3075.0,1503.0,1204.0,318.0,146.0
3652,2782.5699999999983,3102.0,1502.0,1204.0,286.0,146.0
3653,2782.5699999999983,3165.0,1505.0,1204.0,286.0,143.0
3654,2785.5699999999983,3066.0,1505.0,1204.0,286.0,134.0
3655,2783.5699999999983,2999.0,1503.5,1204.0,287.0,135.0
3656,2783.5699999999983,3009.0,1501.5,1204.0,286.0,135.0
3657,2786.3699999999985,3174.0,1503.5,1204.0,358.0,142.0
3658,2791.8699999999985,3292.0,1501.5,1224.0,425.0,151.0
3659,2809.0699999999983,3380.5,1502.5,1512.0,503.5,146.0
3660,2806.1699999999983,3875.5,1502.5,1736.0,351.5,153.0
3661,2800.4699999999984,3216.0,1427.0,2629.0,532.0,159.0
3662,2803.2699999999986,3771.0,1428.0,1726.0,876.0,155.0
3663,2807.6699999999987,3137.0,1441.0,1780.0,817.0,170.0
3664,2810.069999999999,3532.0,1466.0,1928.0,952.0,187.0
3665,2791.569999999999,3730.0,1491.0,2032.0,1264.5,151.0
3666,2788.069999999999,4188.0,1503.0,1920.0,1258.5,175.0
3667,2800.1699999999987,3374.0,1431.0,2004.0,896.0,171.0
3668,2800.7699999999986,3550.0,1438.0,2318.0,944.5,184.0
3669,2804.9699999999984,3390.0,1502.5,2150.0,1290.5,179.0
3670,2799.9699999999984,3364.0,1496.5,2206.0,1486.5,173.0
3671,2797.9699999999984,3761.0,1468.5,1924.0,1031.5,173.0
3672,2770.5699999999983,3322.0,1427.0,1358.0,729.5,160.0
3673,2771.4699999999984,3850.0,1397.0,1478.0,594.0,161.0
3674,2767.8699999999985,3143.0,1393.0,1478.0,426.0,138.0
3675,2770.7699999999986,2969.0,1394.0,1388.0,419.0,130.0
3676,2756.2699999999986,2938.0,1394.0,1388.0,577.0,130.0
3677,2777.2699999999986,2991.0,1394.0,1388.0,577.0,137.0
3678,2789.069999999999,2980.0,1412.0,1388.0,653.0,142.0
3679,2794.069999999999,3111.0,1411.0,1516.0,653.0,142.0
3680,2799.569999999999,3054.0,1394.0,1516.0,578.0,143.0
3681,2788.569999999999,3282.0,1394.0,1388.0,602.0,147.0
3682,2783.1699999999987,3448.0,1410.0,1525.0,638.0,175.0
3683,2789.469999999999,3466.0,1438.5,2686.0,1279.5,158.0
3684,2789.469999999999,3217.0,1439.5,1563.0,1209.5,149.0
3685,2784.869999999999,3204.0,1449.5,1636.0,1264.5,156.0
3686,2797.269999999999,3547.0,1442.5,1633.0,1228.5,183.0
3687,2789.269999999999,3472.0,1445.5,2042.0,1636.5,177.0
3688,2794.269999999999,4316.0,1448.5,1833.0,1105.5,166.0
3689,2793.669999999999,3872.0,1464.5,1877.0,1056.5,142.0
3690,2793.0699999999993,3570.0,1462.5,1860.0,980.0,141.0
3691,2787.9699999999993,3582.0,1415.0,1857.0,887.0,206.0
3692,2792.0699999999993,3625.0,1434.0,1856.0,1513.0,174.0
3693,2789.3699999999994,3434.0,1434.0,3008.0,889.0,177.0
3694,2801.3699999999994,3425.0,1434.0,2156.0,921.0,176.0
3695,2798.7699999999995,3168.0,1430.0,2188.0,1169.0,164.0
3696,2700.1699999999996,2665.0,1403.0,136.0,339.0,96.0
3697,2796.7699999999995,2748.0,1388.0,648.0,224.0,90.0
3698,2868.1699999999996,2627.0,1401.0,552.0,784.0,90.0
3699,2888.7699999999995,2751.0,1402.0,552.0,790.0,97.0
3700,2888.2699999999995,2719.0,1436.0,552.0,804.0,93.0
3701,2891.5699999999997,2705.0,1495.0,568.0,755.0,93.0
3702,2996.5699999999997,2719.0,1505.0,568.0,514.0,93.0
3703,2921.5699999999997,2679.0,1507.0,568.0,517.0,83.0
3704,2944.0699999999997,2780.0,1451.0,568.0,519.0,95.0
3705,2879.97,3021.0,1377.0,568.0,476.0,125.0
3706,2805.5699999999997,3422.0,1383.0,666.0,461.0,139.0
3707,2808.0699999999997,3341.0,1443.5,640.0,1311.0,144.0
3708,2807.5699999999997,3205.0,1440.5,632.0,799.0,130.0
3709,2797.5699999999997,3174.0,1382.0,632.0,761.0,120.0
3710,2815.2699999999995,3459.0,1389.0,652.0,737.0,142.0
3711,2817.4699999999993,3685.0,1398.0,652.0,771.0,174.0
3712,2849.4699999999993,3725.0,1400.0,672.0,1089.0,181.0
3713,2849.669999999999,3600.0,1396.0,676.0,859.0,151.0
3714,2821.869999999999,3473.0,1397.0,664.0,1175.0,152.0
3715,2814.069999999999,3450.0,1399.0,688.0,932.0,154.0
3716,2824.1699999999987,3379.0,1400.0,2068.0,884.0,146.0
3717,2830.569999999999,3434.0,1401.0,4996.0,1139.0,134.0
3718,2835.369999999999,3395.0,1400.0,1675.0,853.0,142.0
3719,2832.769999999999,3238.0,1400.0,1650.0,854.0,151.0
3720,2777.669999999999,2961.0,1438.0,1568.0,837.0,139.0
3721,2880.869999999999,2933.0,1655.5,1584.0,1104.5,143.0
3722,2948.469999999999,2911.0,1611.5,1584.0,837.0,140.0
3723,2952.069999999999,2896.0,1384.0,1584.0,773.0,140.0
3724,2954.7699999999986,2908.0,1384.0,1584.0,755.0,136.0
3725,2947.7699999999986,2928.0,1383.0,1584.0,754.0,136.0
3726,2949.2699999999986,2974.0,1383.0,1592.0,754.0,136.0
3727,2952.069999999999,3027.0,1383.0,1592.0,754.0,136.0
3728,2953.869999999999,3135.0,1383.0,1592.0,498.0,138.0
3729,2958.969999999999,3133.0,1384.0,1592.0,498.0,138.0
3730,2995.869999999999,3275.0,1383.0,1592.0,498.0,138.0
3731,2819.269999999999,3265.0,1447.0,1592.0,577.0,134.0
3732,2825.669999999999,3163.0,1447.0,1592.0,577.0,134.0
3733,2824.269999999999,3212.0,1460.0,1592.0,833.0,134.0
3734,2827.5699999999993,3316.0,1467.0,1592.0,834.0,146.0
3735,2882.769999999999,3482.0,1461.0,1592.0,834.0,151.0
3736,2881.369999999999,3405.0,1461.0,1592.0,1090.0,162.0
3737,2873.669999999999,3308.0,1539.0,1592.0,850.0,160.0
3738,2878.5699999999993,3263.0,1538.0,1592.0,851.0,155.0
3739,2933.169999999999,3294.0,1463.0,1592.0,842.0,150.0
3740,2904.269999999999,3259.0,1463.0,1656.0,875.0,150.0
3741,2837.269999999999,3228.0,1463.0,1680.0,882.0,141.0
3742,2838.169999999999,3261.0,1464.0,1696.0,858.0,141.0
3743,2836.9699999999993,3274.0,1464.0,1784.0,851.0,145.0
3744,2883.169999999999,3164.0,1528.0,1140.0,957.0,161.0
3745,2969.269999999999,3232.0,1600.0,1168.0,937.0,159.0
3746,2913.769999999999,3215.0,1539.0,1184.0,851.0,150.0
3747,2913.269999999999,3231.0,1534.0,1200.0,761.0,150.0
3748,2913.969999999999,3165.0,1534.0,1228.0,759.0,150.0
3749,2938.069999999999,3184.0,1537.0,1244.0,759.0,155.0
3750,2943.569999999999,3187.0,1536.0,1268.0,759.0,155.0
